CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
1011679,"HORAN SECURITIES, INC.",849192,8044 MONTGOMERY RD,STE 640,CINCINNATI,OH,45236
1011932,"TRITON PACIFIC CAPITAL, LLC",849205,1979 PORT LOCKSLEIGH PL,STE 1100,NEWPORT BEACH,CA,92660
1011935,"FORTUNE SECURITIES, INC.",849208,388 E VALLEY BLVD,STE 208,ALHAMBRA,CA,91801
1012055,"CAPITAL RESEARCH BROKERAGE SERVICES, LLC",849213,15 S RAYMOND AVE,STE 200,PASADENA,CA,91105
1012059,LIORA PARTNERS,849217,14 SCOTT AVE,,SELDEN,NY,11784
1013542,RA CAPITAL ADVISORS LLC,849263,12230 EL CAMINO REAL,STE 100,SAN DIEGO,CA,92130
1013850,"DMK ADVISOR GROUP, INC.",849279,17961 HUNTING BOW CIR,STE 102,LUTZ,FL,33558
1014778,"OHIO NATIONAL EQUITIES, INC.",849296,PO BOX 237,,CINCINNATI,OH,45201
1015017,"ACTINVER SECURITIES, INC.",849311,5075 WESTHEIMER RD,STE 650,HOUSTON,TX,77056
1015257,W.G. NIELSEN & CO.,849316,3200 E CHERRY CREEK SOUTH DR,STE 470,DENVER,CO,80209
1015558,"CPS FINANCIAL & INSURANCE SERVICES, INC.",849337,4400 MACARTHUR BLVD,STE 800,NEWPORT BEACH,CA,92660
1015560,DASH PRIME LLC,849339,200 S WACKER DR,STE 2450,CHICAGO,IL,60606
1015706,TRIDENT PARTNERS LTD.,849342,181 CROSSWAYS PARK DR,,WOODBURY,NY,11797
1016257,"THE JEFFREY MATTHEWS FINANCIAL GROUP, L.L.C.",849352,30B VREELAND RD,STE 210,FLORHAM PARK,NJ,7932
1016460,SPENCER CLARKE LLC,849362,1111 LINCOLN RD,STE 500,MIAMI BEACH,FL,33139
1017283,IBS HOLDING CORPORATION,849385,1208 SHADY LN N,# 4,KELLER,TX,76248
1017284,"THOMPSON DAVIS & CO., INC.",849386,9030 STONY POINT PKWY,STE 100,RICHMOND,VA,23235
1017760,"VESTECH SECURITIES, INC.",849409,11477 OLDE CABIN RD,STE 310,SAINT LOUIS,MO,63141
1018444,PRICEWATERHOUSECOOOPERS CORPORATE FINANCE LLC,849443,1 N WACKER DR,FL 6,CHICAGO,IL,60606
1019314,"VERITY INVESTMENTS, INC.",849474,280 S MANGUM ST,STE 550,DURHAM,NC,27701
1019315,"D.H. HILL SECURITIES, LLLP",849475,1543 GREEN OAK PL STE 100,,KINGWOOD,TX,77339
1019317,"B.B. GRAHAM & COMPANY, INC.",849477,1700 W KATELLA AVE,,ORANGE,CA,92867
1019586,"CHEVAL CAPITAL, INC.",849491,901 N PITT ST STE 110,,ALEXANDRIA,VA,22314
1019951,MCM SECURITIES LLC,849496,152 W 57TH ST,FL 52,NEW YORK,NY,10019
1020141,"FINTRUST BROKERAGE SERVICES, LLC",849514,124 VERDAE BLVD,STE 504,GREENVILLE,SC,29607
1021215,"ACE DIVERSIFIED CAPITAL, INC.",849555,923 E VALLEY BLVD,UNIT 213,SAN GABRIEL,CA,91776
1021475,"LOCORR DISTRIBUTORS, LLC",849568,687 EXCELSIOR BLVD,# 4,EXCELSIOR,MN,55331
1021476,"EXANE, INC.",849569,12 E 49TH ST,FL 30,NEW YORK,NY,10017
1021478,SANTANDER SECURITIES LLC,849571,2 MORRISSEY BLVD,MAIL CODE: MA1 MB2 03 17,DORCHESTER,MA,2125
1021704,"PERCIVAL FINANCIAL PARTNERS, LTD.",849577,2 VILLAGE SQ STE 252,,BALTIMORE,MD,21210
1022112,"TIMOTHY PARTNERS, LTD.",849589,1055 MAITLAND CENTER COMMONS BLVD,,MAITLAND,FL,32751
1022464,CAPITAL GROWTH ADVISORS LLC,849595,60 E 42ND ST,RM 4700,NEW YORK,NY,10165
1022465,UBS FUND SERVICES (USA) LLC,849596,10 STATE HOUSE SQ FL 15,,HARTFORD,CT,6103
1023414,"HAMILTON MILLER INVESTMENTS, LLC",849621,955 ALMA ST,STE A,PALO ALTO,CA,94301
1024140,"CAROLINA FINANCIAL SECURITIES, LLC",849653,PO BOX 1076,,BREVARD,NC,28712
1024459,LINCOLN INTERNATIONAL LLC,849671,110 N WACKER DR FL 51,,CHICAGO,IL,60606
1024711,REDI GLOBAL TECHNOLOGIES LLC,849673,28 LIBERTY ST,FL 58,NEW YORK,NY,10005
1025040,"OBERWEIS SECURITIES, INC.",849679,3333 WARRENVILLE RD,STE 500,LISLE,IL,60532
1025942,"CUSO FINANCIAL SERVICES, L.P.",849711,10150 MEANLEY DR FL 1,,SAN DIEGO,CA,92131
1026100,"GARRY PIERCE FINANCIAL SERVICES, LLP",849718,1929 N WASHINGTON ST STE H,,BISMARCK,ND,58501
1026209,"FORTUNE FINANCIAL SERVICES, INC.",849727,PO BOX 238,,MONACA,PA,15061
1026580,"SECURE PLANNING, INC.",849737,42 MIDDLE ST,,PORTSMOUTH,NH,3801
1026583,"G.W. SHERWOLD ASSOCIATES, INC",849740,22994 EL TORO RD,,LAKE FOREST,CA,92630
1026770,"SUNBELT SECURITIES, INC.",849748,2700 POST OAK BLVD,STE 1700,HOUSTON,TX,77056
1026772,"ACCESS INVESTMENTS, INC.",849750,6440 AVONDALE DR STE 210,,NICHOLS HILLS,OK,73116
1027272,"AETHLON CAPITAL, L.L.C",849765,225 S 6TH ST,STE 1790,MINNEAPOLIS,MN,55402
1028553,DOUGALL & ASSOCIATES INC.,849806,445 E NORTH WATER ST,APT 2203,CHICAGO,IL,60611
1028562,"IBN FINANCIAL SERVICES, INC.",849815,PO BOX 2365,,LIVERPOOL,NY,13089
1028771,"SECOND STREET SECURITIES, INC.",849829,21860 BURBANK BLVD,STE 150,WOODLAND HLS,CA,91367
1030411,"SIEBERT WILLIAMS SHANK & CO., LLC",849877,1999 HARRISON ST STE 2720,,OAKLAND,CA,94612
1030414,"LIEBLONG & ASSOCIATES, INC.",849880,PO BOX 24520,,LITTLE ROCK,AR,72221
1032188,MDB CAPITAL GROUP LLC,849951,4209 MEADOWDALE LN,# 12,DALLAS,TX,75229
1034263,"ROGAN & ASSOCIATES, INC.",849995,200 9TH AVE N,STE 100,SAFETY HARBOR,FL,34695
1034635,"SOUTH ATLANTIC ENTERPRISES, INC.",850006,6135 PARK SOUTH DR,STE 510,CHARLOTTE,NC,28210
1034830,"TRIPLETREE, LLC",850015,3600 MINNESOTA DR,STE 200,EDINA,MN,55435
1035342,"POLAR INVESTMENT COUNSEL, INC.",850039,19547 210TH AVE NE,,THIEF RVR FLS,MN,56701
1035344,"UHLMANN PRICE SECURITIES, LLC",850041,303 W MADISON ST,STE 1700,CHICAGO,IL,60606
1035474,"CAROLINA SECURITIES, INC.",850043,8400 HARBISON WAY,# 124701,RALEIGH,NC,27615
1036451,"DOMINION PARTNERS, L.C.",850074,4801 COX RD STE 104,,GLEN ALLEN,VA,23060
1036459,"THE OAK RIDGE FINANCIAL SERVICES GROUP, INC.",850082,701 XENIA AVE S STE 100,,GOLDEN VALLEY,MN,55416
1037029,"FINANCIAL SECURITY MANAGEMENT, INCORPORATED",850094,575 LYNNHAVEN PKWY,STE 310,VIRGINIA BCH,VA,23452
1037727,"SOUTHEAST INVESTMENTS, N.C., INC.",850127,820 TYVOLA RD STE 104,,CHARLOTTE,NC,28217
1037728,STATE FARM VP MANAGEMENT CORP.,850128,1 STATE FARM PLZ,,BLOOMINGTON,IL,61710
1038016,LOOP CAPITAL MARKETS LLC,850140,111 W JACKSON BLVD,STE 1901,CHICAGO,IL,60604
1038158,FOUR POINTS CAPITAL PARTNERS LLC,850162,55A E RIDGEWOOD AVE,STE 12,RIDGEWOOD,NJ,7450
1038620,"PRINCIPAL FUNDS DISTRIBUTOR, INC.",850200,620 COOLIDGE DR,STE 300,FOLSOM,CA,95630
1038993,"M HOLDINGS SECURITIES, INC.",850214,PO BOX 2207,,PORTLAND,OR,97208
1039235,"WESBANCO SECURITIES, INC.",850220,1 BANK PLZ,,WHEELING,WV,26003
1039845,"PERICULUM ADVISORS, LLC.",850240,4 CARTER GRN,STE 200,CARMEL,IN,46032
1039846,"SALEM PARTNERS, LLC",850241,11111 SANTA MONICA BLVD,STE 2250,LOS ANGELES,CA,90025
1040682,"FERGHANA SECURITIES, INC.",850270,420 LEXINGTON AVE RM 1402,,NEW YORK,NY,10170
1041664,FAS CORP.,850307,4747 W 135TH ST STE 100,,LEAWOOD,KS,66224
1041920,"BKD CAPITAL ADVISORS, LLC",850322,PO BOX 1190,,SPRINGFIELD,MO,65801
1042028,"ARUNDEL (SECURITIES), INC.",850325,1607 SLEEPY HOLLOW CT,STE 2000,WESTLAKE,TX,76262
1042325,"TR CAPITAL GROUP, LLC",850333,12 MAPLEWOOD AVE,,WESTPORT,CT,6880
1042569,"COMMONFUND SECURITIES, INC.",850337,PO BOX 812,,WILTON,CT,6897
1043116,"RNR SECURITIES, L.L.C.",850366,1802 HEMPSTEAD TPKE,,EAST MEADOW,NY,11554
1043258,"A.C.R. SECURITIES, INC.",850370,687 PARK LN,,CEDARHURST,NY,11516
1043266,"NEXTREND SECURITIES, INC.",850378,PO BOX 12108,,AUSTIN,TX,78711
1043421,"LAMPOST CAPITAL, L.C.",850382,1900 GLADES RD,STE 205,BOCA RATON,FL,33431
1043826,"JAMES FOX SECURITIES, INC.",850391,2659 STATE ST STE 100,,CARLSBAD,CA,92008
1043830,DEMATTEO RESEARCH LLC,850395,70 E 55TH ST FL 10,,NEW YORK,NY,10022
1044199,"IMPERIAL CAPITAL, LLC",850397,10100 SANTA MONICA BLVD,STE 2400,LOS ANGELES,CA,90067
1044202,CU INVESTMENT SOLUTIONS LLC,850400,8500 W 110TH ST,STE 650,OVERLAND PARK,KS,66210
1044627,PEAK6 CAPITAL MANAGEMENT LLC,850422,141 W JACKSON BLVD,STE 500,CHICAGO,IL,60604
1044634,"USI SECURITIES, INC.",850429,95 GLASTONBURY BLVD,STE 102,GLASTONBURY,CT,6033
1044638,"APW CAPITAL, INC.",850433,100 ENTERPRISE DR STE 504,,ROCKAWAY,NJ,7866
1044989,"TRG ADVISORS, INC.",850449,500 CORPORATE PKWY,STE 108,AMHERST,NY,14226
1044990,"WESTROCK CAPITAL MANAGEMENT, INC.",850450,754 CHESTNUT RIDGE RD,STE 401,CHESTNUT RDG,NY,10977
1044991,"MTS MARKETS INTERNATIONAL, INC.",850451,14 WALL ST,STE 4A,NEW YORK,NY,10005
1045352,"BROWNSTONE INVESTMENT GROUP, LLC",850460,505 5TH AVE,FL 10,NEW YORK,NY,10017
1045967,"JANSSEN PARTNERS, INC.",850485,1010 N B ST,RM 101,FAIRFIELD,IA,52556
1046414,"PORT SECURITIES, INC.",850492,2717 W COAST HWY,STE 300,NEWPORT BEACH,CA,92663
1046944,AUSTIN ATLANTIC CAPITAL INC.,850509,1 ALHAMBRA PLZ,STE 100,CORAL GABLES,FL,33134
1047070,"HERITAGE CAPITAL GROUP, INC.",850519,5210 BELFORT RD,STE 300,JACKSONVILLE,FL,32256
1047366,"BENEFIT FUNDING SERVICES, LLC",850527,1650 N ARLINGTON HEIGHTS RD,STE 100,ARLINGTON HTS,IL,60004
1047972,"CASTLE HILL CAPITAL PARTNERS, INC.",850550,216 E 45TH ST,RM 1301,NEW YORK,NY,10017
1048281,"CAPITAL ONE SECURITIES, INC.",850561,201 SAINT CHARLES AVE,STE 1830,NEW ORLEANS,LA,70170
1049854,"HAP TRADING, LLC",850599,395 HUDSON ST,FL 10,NEW YORK,NY,10014
1049920,"FAMILY MANAGEMENT SECURITIES, LLC",850618,485 MADISON AVE FL 19,,NEW YORK,NY,10022
1050100,"GOVDESK, LLC",850628,217 VIA BUENA VENTURA,STE 305,REDONDO BEACH,CA,90277
1050510,"HUDSON HERITAGE CAPITAL MANAGEMENT, INC.",850648,20 BALTIC PL STE 2,,CROTON HDSN,NY,10520
1051205,"PARCHMAN, VAUGHAN & COMPANY, L.L.C.",850681,1040 PARK AVE,STE 120,BALTIMORE,MD,21201
1051487,"FIRST CITIZENS INVESTOR SERVICES, INC.",850696,PO BOX 27131,,RALEIGH,NC,27611
1051836,"VARIABLE INVESTMENT ADVISORS, INC.",850699,750 E 1ST ST,,TEA,SD,57064
1052455,"STUART PORTFOLIO CONSULTANTS, L.P.",850721,12 E 49TH ST,FL 11,NEW YORK,NY,10017
1052461,MARKETAXESS CORPORATION,850727,55 HUDSON YARDS,# 15,NEW YORK,NY,10001
1053725,"CTC, LLC",850758,425 S FINANCIAL PL,# 4,CHICAGO,IL,60605
1053731,"ARCADIA SECURITIES, LLC",850764,1370 AVENUE OF THE AMERICAS,FL 29,NEW YORK,NY,10019
1054777,CARVER CROSS SECURITIES CORP.,850792,1851 COUNTY ROUTE 5,STE 1405,CANAAN,NY,12029
1055151,"BFP SECURITIES, LLC",850798,6 CITYPLACE DR,STE 400,SAINT LOUIS,MO,63141
1056204,PROMETHEAN CAPITAL GROUP LLC,850833,77 MOSHUP TRL,# 2,AQUINNAH,MA,2535
1056451,KOVACK SECURITIES INC.,850847,6451 N FEDERAL HWY,STE 1201,FT LAUDERDALE,FL,33308
1056688,"CJS SECURITIES, INC.",850853,50 MAIN ST,STE 325,WHITE PLAINS,NY,10606
1056689,"ARETE WEALTH MANAGEMENT, LLC",850854,1115 W FULTON MARKET,# 3,CHICAGO,IL,60607
1057702,"LEGEND SECURITIES, INC.",850886,45 BROADWAY FL 32,,NEW YORK,NY,10006
1057933,"MFD DISTRIBUTOR, LLC",850894,550 SCIENCE DR,,MADISON,WI,53711
1058484,MANORHAVEN CAPITAL LLC,850911,120 WALL ST,FL 25,NEW YORK,NY,10005
1058485,"HERNDON PLANT OAKLEY, LTD.",850912,800 N SHORELINE BLVD,STE 2200,CORP CHRISTI,TX,78401
1058600,"WOLF A. POPPER, INC.",850915,21 MAYHEW DR,# 30,LIVINGSTON,NJ,7039
1058676,"MONROE CAPITAL, LLC",850917,225 LIBERTY ST,STE 1020A,NEW YORK,NY,10281
1058997,IAM CAPITAL CORPORATION,850930,276 POST RD W STE 201,,WESTPORT,CT,6880
1060235,"TERRANOVA CAPITAL EQUITIES, INC.",850973,420 LEXINGTON AVE,RM 1402,NEW YORK,NY,10170
1060345,"BENEFIT FINANCE SECURITIES, LLC",850982,6 CITYPLACE DR,STE 400,SAINT LOUIS,MO,63141
1060347,"INDIANA SECURITIES OF INDIANAPOLIS, LLC",850984,6740 GUNNERY RD,,INDIANAPOLIS,IN,46278
1060494,"THOMAS CAPITAL GROUP, INC.",850986,4221 HARBORVIEW DR,STE 200,GIG HARBOR,WA,98332
1060913,GEMINI CAPITAL L.L.C.,850996,111 W JACKSON BLVD STE 2220,,CHICAGO,IL,60604
1061066,"HAND SECURITIES, INC",851001,820 GESSNER RD,STE 1250,HOUSTON,TX,77024
1061782,GLADOWSKY CAPITAL MANAGEMENT CORP.,851017,18 MANOR RD,,SMITHTOWN,NY,11787
1062180,"PCE INVESTMENT BANKERS, INC.",851030,200 E NEW ENGLAND AVE,STE 400,WINTER PARK,FL,32789
1062243,"ASTORIA CAPITAL MARKETS, INC.",851033,344A WILLIS AVE,,MINEOLA,NY,11501
1062521,ARTISAN PARTNERS DISTRIBUTORS LLC,851043,875 E WISCONSIN AVE,STE 800,MILWAUKEE,WI,53202
1063034,SUPREME ALLIANCE LLC,851046,PO BOX 49112,,CHARLOTTE,NC,28277
1063517,"TRITAURIAN CAPITAL, INCORPORATED",851062,430 PARK AVE,FL 19,NEW YORK,NY,10022
1065260,"GROWTH PARTNERS, INC.",851124,31 FLINTLOCK LN,,BELL CANYON,CA,91307
1065360,"PERKINS FUND MARKETING, L.L.C.",851126,4500 PGA BLVD,STE 204,PALM BCH GDNS,FL,33418
1065929,"BERMAN CAPITAL, LLC",851139,PO BOX 330249,,SAN FRANCISCO,CA,94133
1066306,"CAPITAL ONE INVESTING, LLC",851160,PO BOX 8958,SUITE 700,WILMINGTON,DE,19899
1067122,KIPPSDESANTO & COMPANY,851183,8000 TOWERS CRESCENT DR,STE 1200,TYSONS CORNER,VA,22182
1068065,"WESTCHESTER CAPITAL PLANNING, INC.",851213,21 MILLBROOK LN,,KERHONKSON,NY,12446
1068597,"PULLMAN SECURITIES, LLC",851234,8721 SANTA MONICA BLVD PMB 747,,LOS ANGELES,CA,90069
1068940,"DRW SECURITIES, L.L.C.",851241,540 W MADISON ST,STE 2500,CHICAGO,IL,60661
1068941,"NORTHERN FUNDS DISTRIBUTORS, LLC",851242,3 CANAL PLZ,STE 100,PORTLAND,ME,4101
1069356,GRANT WILLIAMS L.P.,851249,1650 MARKET ST,FL 53,PHILADELPHIA,PA,19103
1069951,"U.S. INVESTORS, INC.",851260,PO BOX 1168,,STAUNTON,VA,24402
1069954,AMA SECURITIES LLC,851263,484 PACIFIC ST,# 3,STAMFORD,CT,6902
1070092,STONEX FINANCIAL INC.,851269,329 N PARK AVE,STE 350,WINTER PARK,FL,32789
1070880,ADCAP SECURITIES LLC,851285,800 BRICKELL AVE,STE 502,MIAMI,FL,33131
1071060,"HARTFORD FUNDS DISTRIBUTORS, LLC",851290,690 LEE RD,STE 300,WAYNE,PA,19087
1071204,"FORESIDE FUND SERVICES, LLC",851293,3 CANAL PLZ,STE 100,PORTLAND,ME,4101
1071388,SMITH POINT CAPITAL LTD,851300,322 CIRCLE PARK PL,# 3,CHAPEL HILL,NC,27517
1071550,"CBC SECURITIES, INC.",851315,20 CHESTNUT ST,STE 8,NEEDHAM,MA,2492
1071638,AURORA SECURITIES INC,851322,2565 W MAPLE RD,STE 114,TROY,MI,48084
1071696,"WESTMINSTER INVESTMENT GROUP, INC.",851326,23 E NORTH ST,,NEW CASTLE,PA,16101
1071798,"CFS SECURITIES, INC.",851330,1000 BRIDGEPORT AVE,STE 308,SHELTON,CT,6484
1071909,"KR SECURITIES, LLC",851337,PO BOX 7787,,PRINCETON,NJ,8543
1072480,"NEXT FINANCIAL GROUP, INC.",851356,2500 WILCREST DR,STE 620,HOUSTON,TX,77042
1072618,WASHINGTON SECURITIES CORPORATION,851359,6935 WISCONSIN AVE STE 510,,CHEVY CHASE,MD,20815
1072624,"WINDRIVER CAPITAL, LLC",851365,PO BOX 982437,SUITE 340,PARK CITY,UT,84098
1072769,"TJM INVESTMENTS, LLC",851370,318 W ADAMS ST FL 9,,CHICAGO,IL,60606
1073194,TRADE-PMR INC.,851390,PO BOX 358230,,GAINESVILLE,FL,32635
1073299,FHN FINANCIAL SECURITIES CORP.,851393,845 CROSSOVER LN,STE 150,MEMPHIS,TN,38117
1074468,"THE KLEIN GROUP, LLC",851430,640 5TH AVE,FL 12,NEW YORK,NY,10019
1074469,PRESIDIO MERCHANT PARTNERS LLC,851431,255 CLAYTON ST,UNIT 200,DENVER,CO,80206
1075680,ESSEX SECURITIES LLC,851472,PO BOX 3602,SUITE 2013,JERSEY CITY,NJ,7303
1075924,"HITHERLANE PARTNERS, LLC",851488,PO BOX 1627,SUITE 1401,NEW YORK,NY,10150
1076557,"ADVISORS ASSET MANAGEMENT, INC.",851509,18925 BASE CAMP RD,STE 203,MONUMENT,CO,80132
1076677,"SUPPORT SERVICES FINANCIAL ADVISORS, INC.",851513,7335 E ORCHARD RD STE 200,,GREENWOOD VLG,CO,80111
1076775,"CROFT & BENDER, LP",851520,4401 NORTHSIDE PKWY NW STE 395,,ATLANTA,GA,30327
1077349,KBC SECURITIES USA LLC,851529,1177 AVENUE OF THE AMERICAS,FL 7,NEW YORK,NY,10036
1077614,GEORGESON SECURITIES CORPORATION,851538,118 FERNWOOD AVE,MEZZANINE,EDISON,NJ,8837
1077686,"COLDSTREAM SECURITIES, INC.",851549,1 100TH AVE NE STE 102,,BELLEVUE,WA,98004
1077687,"AVONDALE PARTNERS, LLC",851550,40 BURTON HILLS BLVD,STE 450,NASHVILLE,TN,37215
1078744,"E1 ASSET MANAGEMENT, INC.",851573,185 HUDSON ST,STE 2500,JERSEY CITY,NJ,7311
1079773,"REGIONAL INVESTMENT SERVICES, INC.",851588,5871 CHEVIOT RD,STE 4,CINCINNATI,OH,45247
1080574,"MCNAMEE LAWRENCE SECURITIES, LLC",851599,126 N WASHINGTON ST,UNIT 1,BOSTON,MA,2114
1080576,"SILVER OAK SECURITIES, INCORPORATED",851601,403 N PARKWAY,STE 101,JACKSON,TN,38305
1080577,VIANT CAPITAL LLC,851602,500 WASHINGTON ST STE 340,,SAN FRANCISCO,CA,94111
1080580,"VIEWTRADE SECURITIES, INC.",851605,7280 W PALMETTO PARK RD,STE 310,BOCA RATON,FL,33433
1081662,"SCH ENTERPRISES, INC.",851622,PO BOX 607,,BROWNSBURG,IN,46112
1082230,"EMERGING GROWTH EQUITIES, LTD.",851642,1 TOWN PL,STE 200,BRYN MAWR,PA,19010
1082960,"MILESTONE INVESTMENTS, INC.",851664,10700 SIKES PL,STE 315,CHARLOTTE,NC,28277
1083050,INTE SECURITIES LLC,851667,7000 W PALMETTO PARK RD,STE 503,BOCA RATON,FL,33433
1083675,DZ FINANCIAL MARKETS LLC,851687,1 VANDERBILT AVE,FL 49,NEW YORK,NY,10017
1084323,SECURITIES EQUITY GROUP,851706,26800 ALISO VIEJO PKWY,STE 150,ALISO VIEJO,CA,92656
1084767,REID & RUDIGER LLC,851721,55 BROAD ST,RM 28C,NEW YORK,NY,10004
1085136,"KOTAK MAHINDRA, INC.",851740,369 LEXINGTON AVE,FL 28,NEW YORK,NY,10017
1085538,"SCF SECURITIES, INC.",851760,155 E SHAW AVE,STE 102,FRESNO,CA,93710
1085541,"ANCHOR BAY SECURITIES, LLC",851763,5780 FLEET ST,STE 308,CARLSBAD,CA,92008
1086916,"ZERMATT SECURITIES, INC.",851808,2813 COLTSGATE RD,STE 200,CHARLOTTE,NC,28211
1087464,S.G. LONG & COMPANY,851816,283 W FRONT ST STE 302,,MISSOULA,MT,59802
1087770,VORPAHL WING SECURITIES,851823,421 W RIVERSIDE AVE STE 1020,,SPOKANE,WA,99201
1087946,INVESTMENT SECURITY CORPORATION,851832,24009 VENTURA BLVD,STE 101,CALABASAS,CA,91302
1088402,JEFFERSON NATIONAL SECURITIES CORPORATION,851845,1 NATIONWIDE PLZ,MS: 1 33 401,COLUMBUS,OH,43215
1088406,"NYPPEX, LLC",851849,120 N WASHINGTON SQ,STE 200,LANSING,MI,48933
1088813,ANSLEY SECURITIES LLC,851865,899 LONE PINE RD,STE 202,BLOOMFLD HLS,MI,48302
1089475,USP SECURITIES CORPORATION,851883,14201 DALLAS PKWY,INTERNATIONAL PLAZA,DALLAS,TX,75254
1089847,"MTG, LLC",851906,8 W 24TH ST,# 6,NEW YORK,NY,10010
1090020,"MONARCH CAPITAL GROUP, LLC",851911,370 LEXINGTON AVE RM 704,,NEW YORK,NY,10017
1090102,"CHELSEA MORGAN SECURITIES, INC.",851916,242 MAIN ST,,STATEN ISLAND,NY,10307
1090865,VIRTU ALTERNET SECURITIES LLC,851939,1 LIBERTY PLZ,FL 4,NEW YORK,NY,10006
1091369,"J.A.K. SECURITIES, INC.",851943,20 WINDWARD CT,,COLLEGEVILLE,PA,19426
1091370,"THOROUGHBRED FINANCIAL SERVICES, LLC",851944,5110 MARYLAND WAY,STE 300,BRENTWOOD,TN,37027
1091626,"VISION BROKERAGE SERVICES, LLC",851966,120 LONG RIDGE RD,3 NORTH,STAMFORD,CT,6902
1091947,"COMHAR CAPITAL MARKETS, LLC",851969,311 S WACKER DR,STE 2280A,CHICAGO,IL,60606
1092243,BRUDERMAN BROTHERS LLC,851974,119 BIRCH HILL RD,,LOCUST VALLEY,NY,11560
1092410,"SBERBANK CIB USA, INC",851980,152 W 57TH ST,FL 46,NEW YORK,NY,10019
1092438,IDAYTRADE INC.,851996,364 W 117TH ST,APT 5A,NEW YORK,NY,10026
1092818,"PREFERRED CLIENT GROUP, INC.",852005,3707 DARTMOUTH AVE,,DALLAS,TX,75205
1093916,"MULTIPLE FINANCIAL SERVICES, INC.",852017,PO BOX 7447,,CAPO BEACH,CA,92624
1094466,"ALLSTATE DISTRIBUTORS, L.L.C.",852029,3100 SANDERS RD STE 303,,NORTHBROOK,IL,60062
1094640,COMMERCE ONE FINANCIAL INC.,852032,6800 JERICHO TPKE,STE 104W,SYOSSET,NY,11791
1095333,"OUTCOME CAPITAL, LLC",852060,99 HIGH ST,STE 2900,BOSTON,MA,2110
1095416,"CASCADIA CAPITAL, LLC",852064,1000 2ND AVE,STE 1200,SEATTLE,WA,98104
1095561,FALLBROOK CAPITAL SECURITIES CORP.,852068,26610 AGOURA RD,STE 120,CALABASAS,CA,91302
1095797,"MIDWESTERN SECURITIES TRADING COMPANY, LLC",852074,300 E WASHINGTON ST,STE 3,EAST PEORIA,IL,61611
1095944,INCAPITAL LLC,852081,200 S WACKER DR,STE 3400,CHICAGO,IL,60606
1096561,"NEWPOINT SECURITIES, LLC",852097,6301 OWENSMOUTH AVE STE 750,,WOODLAND HLS,CA,91367
1096944,"ENERGYNET.COM, LLC.",852109,7201 W INTERSTATE 40 STE 319,,AMARILLO,TX,79106
1097494,"BURCH & COMPANY, INC",852121,4151 N MULBERRY DR,STE 235,KANSAS CITY,MO,64116
1097822,"LORIA FINANCIAL GROUP, LLC",852128,7500 S COUNTY LINE RD,,BURR RIDGE,IL,60527
1098137,"YORK STOCKBROKERS, INC.",852139,575 MADISON AVE,STE 1006,NEW YORK,NY,10022
1098157,ARCHIPELAGO SECURITIES L.L.C.,852140,353 N CLARK ST,STE 3200,CHICAGO,IL,60654
1098167,"SIDOTI & COMPANY, LLC",852141,PO BOX 5337,15TH FLOOR,NEW YORK,NY,10185
1098879,TEMPLUM MARKETS LLC,852169,105 MAXESS RD,STE 124,MELVILLE,NY,11747
1099368,"HAMERSHLAG SULZBERGER BORG CAPITAL MARKETS, INC.",852179,1180 AVENUE OF THE AMERICAS,FL 8,NEW YORK,NY,10036
1099485,J.P. MORGAN INSTITUTIONAL INVESTMENTS INC.,852182,480 WASHINGTON BLVD,FL 11,JERSEY CITY,NJ,7310
1099673,"KOEHLER FINANCIAL, LLC",852190,5764 JAMES DR,,STEVENSVILLE,MI,49127
1100365,"JOSEPH GRACE HOLDINGS, INC.",852203,48 WALL ST FL 11,,NEW YORK,NY,10005
1100950,"J.K. FINANCIAL SERVICES, INC.",852214,149 CROSS RAIL LN,STE 102,NORCO,CA,92860
1100974,"MAPLEWOOD INVESTMENTS, INC.",852221,12222 MERIT DR,STE 1390,DALLAS,TX,75251
1101108,"NEWCOURT SECURITIES, LTD",852229,23 WARING RD,,POUND RIDGE,NY,10576
1101189,LAMPERT CAPITAL MARKETS INC.,852234,444 MADISON AVE,STE 401,NEW YORK,NY,10022
1102483,"HANSON MCCLAIN RETIREMENT NETWORK, LP",852250,340 PALLADIO PKWY,STE 501,FOLSOM,CA,95630
1102673,"MARATHON CAPITAL MARKETS, LLC",852256,200 W MADISON ST,STE 3650,CHICAGO,IL,60606
1102674,"GLAUCON CAPITAL PARTNERS, L.L.C.",852257,107 12TH AVE E,,PALMETTO,FL,34221
1102926,"CITY NATIONAL SECURITIES, INC.",852265,555 S FLOWER ST,FL 11,LOS ANGELES,CA,90071
1102927,"COGENT ALTERNATIVE STRATEGIES, INC.",852266,121 VIA FLORENZA,STE 400,PALM BCH GDNS,FL,33418
1103008,"BLACKTORCH SECURITIES, LLC",852271,80 S 8TH ST,STE 900,MINNEAPOLIS,MN,55402
1103218,TRADEWEB DIRECT LLC,852278,1177 AVENUE OF THE AMERICAS,FL 32,NEW YORK,NY,10036
1103226,"SOUTHERN TRUST SECURITIES, INC.",852282,340 CONGRESS PKWY,,LAWRENCEVILLE,GA,30044
1103299,USCA SECURITIES LLC,852285,4444 WESTHEIMER RD,STE G500,HOUSTON,TX,77027
